stock symbol,name,macro,sector,industry,basic_industry,total_shares
BETA,BETA DRUGS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
BFINVEST,BF INVESTMENT LIMITED,Financial Services,Financial Services,Finance,Holding Company,0.0
BFSI,MIRAEAMC - MAFSETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
BHAGCHEM,BHAGIRADHA CHEM & INDS L,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
BHAGERIA,BHAGERIA INDUSTRIES LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,0.0
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,Commodities,Metals & Mining,Non - Ferrous Metals,Copper,0.0
BHANDARI,BHANDARI HOSIERY EXP LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
BHARATCOAL,BHARAT COKING COAL LTD,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,0.0
BHARATGEAR,BHARAT GEARS LTD.,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
BHARATRAS,BHARAT RASAYAN LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
BHARATSE,BHARAT SEATS LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
BHARATWIRE,BHARAT WIRE ROPES LTD.,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
BIGBLOC,BIGBLOC CONSTRUCTION LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
BIL,BHARTIYA INTERNATIONAL,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,0.0
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
BIRLACABLE,BIRLA CABLE LIMITED,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,0.0
BIRLACORPN,BIRLA CORPORATION LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
BIRLAMONEY,ADITYA BIRLA MONEY LTD,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
BIRLANU,BIRLANU LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,0.0
BLACKBUCK,BLACKBUCK LIMITED,Services,Services,Transport Services,Transport Related Services,182085229.0
BLAL,BEML LAND ASSETS LIMITED,Financial Services,Financial Services,Finance,Investment Company,0.0
BLISSGVS,BLISS GVS PHARMA LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
BLKASHYAP,B.L.KASHYAP & SON LTD,Industrials,Construction,Construction,Civil Construction,0.0
BLSE,BLS E-SERVICES LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
BLUECOAST,BLUE COAST HOTELS LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
BLUSPRING,BLUSPRING ENTERPRISES LTD,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
BMWVENTLTD,BMW VENTURES LIMITED,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,0.0
BODALCHEM,BODAL CHEMICALS LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,0.0
BOMDYEING,BOMBAY DYEING & MFG. CO L,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
BONLON,BONLON INDUSTRIES LIMITED,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,0.0
BOROLTD,BOROSIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,0.0
BORORENEW,BOROSIL RENEWABLES LTD,Industrials,Capital Goods,Industrial Products,Glass - Industrial,0.0
BOROSCI,BOROSIL SCIENTIFIC LTD,Industrials,Capital Goods,Industrial Products,Glass - Industrial,0.0
BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
BPL,BPL LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,0.0
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
BRNL,BHARAT ROAD NETWORK LTD,Industrials,Construction,Construction,Civil Construction,0.0
BSHSL,BOMBAY SUPER HYBRID SEEDS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
BSL,BSL LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
BSLSENETFG,BIRLASLAMC - BSLSENETFG,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
BTML,BODHI TREE MULTIMEDIA LTD,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,0.0
BUILDPRO,SHANKARA BUILDPRO LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
BUTTERFLY,BTRFLY GANDHI APPL LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
BVCL,BARAK VALLEY CEM. LTD.,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
CALSOFT,CALIFORNIA SOFTWARE CO LT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
CAMLINFINE,CAMLIN FINE SCIENCES LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,0.0
CANTABIL,CANTABIL RETAIL LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
CAPACITE,CAPACITE INFRAPROJECT LTD,Industrials,Construction,Construction,Civil Construction,0.0
CAPILLARY,CAPILLARY TECHNO INDIA L,Information Technology,Information Technology,IT - Software,Software Products,0.0
CAPITALSFB,CAPITAL SMALL FIN BANK L,Financial Services,Financial Services,Banks,Other Bank,0.0
CARERATING,CARE RATINGS LIMITED,Financial Services,Financial Services,Capital Markets,Ratings,0.0
CARRARO,CARRARO INDIA LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
CARYSIL,CARYSIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
CASHIETF,ICICIPRAMC - CASHIETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CCAVENUE,AVENUESAI LIMITED,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),0.0
CCCL,CONS. CONST. CONSORT LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
CCHHL,COUNTRY CLUB HOSP HOL LTD,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
CEIGALL,CEIGALL INDIA LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
CEINSYS,CEINSYS TECH LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
CELEBRITY,CELEBRITY FASHIONS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
CELLO,CELLO WORLD LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware,0.0
CENTENKA,CENTURY ENKA LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
CENTEXT,CENTURY EXTRUSIONS LTD,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,0.0
CENTRUM,CENTRUM CAPITAL LIMITED,Financial Services,Financial Services,Finance,Other Financial Services,0.0
CENTUM,CENTUM ELECTRONICS LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,0.0
CERA,CERA SANITARYWARE LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware,0.0
CEWATER,CONCORD ENVIRO SYSTEMS L,Utilities,Utilities,Other Utilities,Waste Management,0.0
CHEMBOND,CHEMBOND MATERIALTECH LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
CHEMBONDCH,CHEMBOND CHEMICAL LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
CHEMCON,CHEMCON SPECIAL CHEM LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
CHEMFAB,CHEMFAB ALKALIS LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,0.0
CHEMICAL,KOTAKMAMC - CHEMICAL,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
CHEVIOT,CHEVIOT COMPANY LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products,0.0
CHOICEGOLD,CHOICEAMC - CHOICEGOLD,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
CIFL,CAPITAL INDIA FINANCE LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
CINELINE,CINELINE INDIA LIMITED,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,0.0
CINEVISTA,CINEVISTA LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
CLEANMAX,CLEAN MAX ENVIRO EN SOL L,Utilities,Power,Power,Power Generation,0.0
CLSEL,CHAMAN LAL SETIA EXP LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
CMPDI,CENTRAL MINE P N D INST L,Services,Services,Commercial Services & Supplies,Consulting Services,0.0
CMSINFO,CMS INFO SYSTEMS LIMITED,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
CNL,CREATIVE NEWTECH LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
COASTCORP,COASTAL CORPORATION LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,0.0
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,0.0
COMMOIETF,ICICIPRAMC - ICICICOMMO,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
COMPUSOFT,COMPUCOM SOFTWARE LTD,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,0.0
COMSYN,COMMERCIAL SYN BAGS LTD,Industrials,Capital Goods,Industrial Products,Packaging,0.0
CONFIPET,CONFIDENCE PETRO IND LTD.,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,0.0
CONS,KOTAKMAMC - KOTAKCONS,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CONSUMBEES,NIP IND ETF CONSUMPTION,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SAMBHAAV,SAMBHAAV MEDIA LTD,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media,0.0
CONSUMER,MIRAEAMC - CONSUMER,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CONSUMIETF,ICICIPRAMC - ICICICONSU,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CONTROLPR,CONTROL PRINT LIMITED,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,0.0
CORALFINAC,CORAL INDIA FIN & HOUS LT,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
CORDSCABLE,CORDS CABLE INDUS LTD.,Industrials,Capital Goods,Industrial Products,Cables - Electricals,0.0
CORONA,CORONA REMEDIES LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
COSMOFIRST,COSMO FIRST LIMITED,Industrials,Capital Goods,Industrial Products,Packaging,0.0
COUNCODOS,COUNTRY CONDO S LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
CPCAP,CP CAPITAL LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CPEDU,CAREER POINT EDUTECH LTD,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,0.0
CPSEETF,CPSE ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
CRAMC,CANARA ROBECO AMC LIMITED,Financial Services,Financial Services,Capital Markets,Asset Management Company,0.0
CREATIVEYE,CREATIVE EYE LIMITED,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,0.0
CREST,CREST VENTURES LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CRIZAC,CRIZAC LIMITED,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,0.0
CROWN,CROWN LIFTERS LIMITED,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
CSBBANK,CSB BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
CSLFINANCE,CSL FINANCE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
CUBEXTUB,CUBEX TUBINGS LTD,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,0.0
CUPID,CUPID LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,0.0
CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media,0.0
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
CYIENTDLM,CYIENT DLM LIMITED,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
DALMIASUG,DALMIA BHARAT SUG IN LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
KAMOPAINTS,KAMDHENU VENTURES LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,0.0
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
DAMODARIND,DAMODAR INDUSTRIES LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
DANGEE,DANGEE DUMS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
DATAMATICS,DATAMATICS GLOBAL SER LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
DAVANGERE,DAVANGERE SUGAR COMPANY L,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,0.0
DBCORP,D.B.CORP LTD,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media,0.0
DBEIL,DEEPAK BUILDERS & ENG I L,Industrials,Construction,Construction,Civil Construction,0.0
DBL,DILIP BUILDCON LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
DBREALTY,VALOR ESTATE LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
DBSTOCKBRO,DB (INT) STOCK BROKERS,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
DCAL,DISHMAN CARBO AMCIS LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
DCBBANK,DCB BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
DCI,DC INFOTECH AND COMUN LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
DCM,DCM LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
DCMNVL,DCM NOUVELLE LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
DCMSRIND,DCM SHRIRAM IND LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
DCW,DCW LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,0.0
DCXINDIA,DCX SYSTEMS LIMITED,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
DDEVPLSTIK,DDEV PLASTIKS IND LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
DECCANCE,DECCAN CEMENTS LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
DEEDEV,DEE DEVELOPMENT ENG LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
DEEPINDS,DEEP INDUSTRIES LIMITED,Energy,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services,0.0
DEFENCE,MIRAEAMC - DEFENCE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
DELPHIFX,DELPHI WORLD MONEY LTD,Financial Services,Financial Services,Finance,Other Financial Services,0.0
DELTACORP,DELTA CORP LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,0.0
DELTAMAGNT,DELTA MANUFACTURING LTD,Industrials,Capital Goods,Industrial Products,Other Industrial Products,0.0
DEN,DEN NETWORKS LTD,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,0.0
DENORA,DE NORA INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,0.0
DENTA,DENTA WATER N INFRA SOL L,Utilities,Utilities,Other Utilities,Water Supply & Management,0.0
DEVIT,DEV INFO TECHNOLOGY LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
ASTERDM,ASTER DM HEALTHCARE LTD.,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
021NSETEST,021NSETEST,,,,,0.0
AFFORDABLE,AFFORD ROBO & AUTO LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
DEVX,DEV ACCELERATOR LIMITED,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
DGCONTENT,DIGICONTENT LIMITED,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies,0.0
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
DHANBANK,DHANLAXMI BANK LIMITED,Financial Services,Financial Services,Banks,Private Sector Bank,0.0
DHANUKA,DHANUKA AGRITECH LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
DHARMAJ,DHARMAJ CROP GUARD LTD,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
DHRUV,DHRUV CONSULTANCY SER LTD,Services,Services,Commercial Services & Supplies,Consulting Services,0.0
DHUNINV,DHUNSERI INVESTMENTS LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
DIACABS,DIAMOND POWER INFRA LTD,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
DIAMINESQ,DIAMINES & CHEMICALS LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
DIAMONDYD,PRATAAP SNACKS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,0.0
DIFFNKG,DIFFUSION ENGINEERS LTD,Industrials,Capital Goods,Industrial Products,Other Industrial Products,0.0
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
DIGISPICE,DIGISPICE TECHNOLOGIES LT,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
DIGITIDE,DIGITIDE SOLUTIONS LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
DIGJAMLMTD,DIGJAM LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
DISHTV,DISH TV INDIA LTD.,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,0.0
DIVGIITTS,DIVGI TORQTRANSFER SYST L,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
DIVIDEND,MIRAEAMC - DIVIDEND,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
DIVOPPBEES,NIP IND ETF DIV OPP,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
DLINKINDIA,D-LINK INDIA LTD,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,0.0
DMCC,DMCC SPECIALITY CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
DNAMEDIA,DILIGENT MEDIA CORP LTD.,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media,0.0
DODLA,DODLA DAIRY LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,0.0
DOLATALGO,DOLAT ALGOTECH LIMITED,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
